OS,DESCRIÇÃO_DA_TAREFA,LOCAL,STATUS,TIPO_DE_MANUTENÇÃO,DATA,CUSTO
5532058,REPARO DE BOMBA DO ELETRÓLISE,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-03-27,2510
5532635,APERTO DE PARAFUSOS DE ENGATE DO ALMOFADA,OFICINA,CONCLUÍDA,Preventiva,2026-03-27,300
5532422,REALINHAMENTO DE TAPEÇARIA DO PAINEL ELÉTRICO,LINHA 2,CONCLUÍDA,Corretiva,2026-03-27,1440
5531928,REPARO DE PINTURA DO TAPUME,TIME 6,ATRASADA,Corretiva,2026-03-27,2040
5532615,SUBSTITUIÇÃO DE ESTEIRA DO TAPACARIA,LINHA 3,CONCLUÍDA,Corretiva,2026-03-27,2970
5532163,INSTALAÇÃO DE TUBULAÇÃO DO CÂMBIO,TIME 5,ATRASADA,Corretiva,2026-03-27,3370
5532614,REMOÇÃO DE SAPATA DO INVERSOR,OFICINA,CONCLUÍDA,Corretiva,2026-03-27,3460
5532171,AJUSTE DE EMBREAGEM DO EMPILHADEIRA,SETOR A,CONCLUÍDA,Preventiva,2026-03-27,570
5532176,INSPEÇÃO TERMOGRÁFICA DE ASSOALHO DO COMPRESSOR,SETOR D,CONCLUÍDA,Preditiva,2026-03-27,630
5531803,ELIMINAÇÃO DE ASSOALHO DO INVERSOR,DEPÓSITO,CONCLUÍDA,Corretiva,2026-03-27,2400
5532141,REPARO DE ALMOFADA DO PAINEL ELÉTRICO,SETOR C,CONCLUÍDA,Corretiva,2026-03-27,3140
5531728,REPARO DE ROLAMENTO DO ALMOFADA,TIME 5,CONCLUÍDA,Corretiva,2026-03-27,1710
5532052,SUBSTITUIÇÃO DE MOTOR DO RODÍZIO,SETOR A,CONCLUÍDA,Corretiva,2026-03-27,1860
5531945,INSTALAÇÃO DE SENSORES DO VENTILADOR INDUSTRIAL,TIME 3,CONCLUÍDA,Corretiva,2026-03-27,2120
5531703,ANÁLISE DE VIBRAÇÃO DE ESTEIRA DO SAPATA,SETOR A,CONCLUÍDA,Preditiva,2026-03-27,530
5532193,SUBSTITUIÇÃO DE EMBREAGEM DO CALDEIRA,TIME 5,CONCLUÍDA,Corretiva,2026-03-27,1680
5531716,INSPEÇÃO DE ALMOFADA DO ALMOFADA,ÁREA AZUL,CONCLUÍDA,Preventiva,2026-03-27,390
5531706,INSPEÇÃO VISUAL DE FIAÇÃO DO INVERSOR,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-03-27,410
5531816,SOLDAGEM DE EMBREAGEM DO TAPACARIA,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-03-27,1470
5531889,ELIMINAÇÃO DE EIXO DO TAPACARIA,SETOR D,CONCLUÍDA,Corretiva,2026-03-27,3500
5532555,ELIMINAÇÃO DE PINTURA DO AGV,TIME 1,CONCLUÍDA,Corretiva,2026-03-27,2750
5532623,COLOCAÇÃO DE BOMBA DO PONTU ROLANTE,TIME 4,CONCLUÍDA,Corretiva,2026-03-28,2280
5531686,REPARO DE BOMBA DO MÓDULO DE CONTROLE,LINHA 1,CONCLUÍDA,Corretiva,2026-03-28,2760
5531705,INSTALAÇÃO DE RADIADOR DO COMPRESSOR,SETOR A,CONCLUÍDA,Corretiva,2026-03-28,4300
5531691,TROCA DE ENGATE DO COMPRESSOR,TIME 3,CONCLUÍDA,Corretiva,2026-03-28,4070
5532327,REVISÃO DE VÁLVULA DO MÓDULO DE CONTROLE,SETOR B,ATRASADA,Corretiva,2026-03-28,2270
5532281,RECONSTRUÇÃO DE EIXO DO BOMBA HIDRÁULICA,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-03-28,3600
5532534,LUBRIFICAÇÃO DA AREA VERMELHA,SETOR C,CONCLUÍDA,Preventiva,2026-03-28,420
5532375,REVISÃO DE FIAÇÃO DO SAPATA,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-03-28,1660
5532152,INSPEÇÃO VISUAL DE PAINEL DO ENGATE,DEPÓSITO,CONCLUÍDA,Preventiva,2026-03-28,720
5532349,COLAGEM DE BOMBA DO MOTOR ELÉTRICO,DEPÓSITO,CONCLUÍDA,Corretiva,2026-03-28,3260
5532347,TROCA DE BOMBA DO EMPILHADEIRA,SETOR C,CONCLUÍDA,Corretiva,2026-03-28,4420
5532157,DIAGNÓSTICO DE CORREIA DO TRANSPORTADOR,LINHA 1,CONCLUÍDA,Preditiva,2026-03-28,540
5532159,REALINHAMENTO DE FREIO DO AGV,SETOR B,CONCLUÍDA,Corretiva,2026-03-28,4000
5531916,VERIFICAÇÃO DE SENSORES DO CALDEIRA,GARAGEM,CONCLUÍDA,Preventiva,2026-03-28,870
5532323,REMOÇÃO DE FIAÇÃO DO TRANSPORTADOR,TIME 6,CONCLUÍDA,Corretiva,2026-03-28,2190
5531911,REMOÇÃO DE FIAÇÃO DO VÁLVULA,DEPÓSITO,CONCLUÍDA,Corretiva,2026-03-28,2900
5531910,REPARO DE SUSPENSÃO DO COMPRESSOR,SETOR A,CONCLUÍDA,Corretiva,2026-03-28,4160
5532314,INSPEÇÃO TERMOGRÁFICA DE PAINEL DO SENSOR,SETOR B,CONCLUÍDA,Preditiva,2026-03-28,1060
5532205,RECONSTRUÇÃO DE CÂMBIO DO CALDEIRA,TIME 1,CONCLUÍDA,Corretiva,2026-03-28,2340
5531892,REPARO DE DIREÇÃO DO CORREIA TRANSPORTADORA,LINHA 3,CONCLUÍDA,Corretiva,2026-03-28,2310
5531850,REVISÃO DE ENGATE DO BOMBA HIDRÁULICA,ÁREA LARANJA,ATRASADA,Corretiva,2026-03-28,1290
5532230,ELIMINAÇÃO DE ROLAMENTO DO CÂMBIO,SETOR A,CONCLUÍDA,Corretiva,2026-03-28,2220
5532233,ELIMINAÇÃO DE CÂMBIO DO CÂMBIO,DEPÓSITO,CONCLUÍDA,Corretiva,2026-03-28,2020
5532236,TESTE DE ISOLAMENTO DE EIXO DO EMPILHADEIRA,LINHA 3,CONCLUÍDA,Preventiva,2026-03-28,650
5532244,COLOCAÇÃO DE EIXO DO ESTEIRA,TIME 3,CONCLUÍDA,Corretiva,2026-03-28,3670
5532383,SUBSTITUIÇÃO DE SAPATA DO REDUTOR,TIME 2,CONCLUÍDA,Corretiva,2026-03-28,3750
5531805,MEDIÇÃO DE VIBRAÇÃO DE FREIO DO MOTOR ELÉTRICO,LINHA 2,CONCLUÍDA,Preventiva,2026-03-28,360
5531875,TESTE DE FUNCIONAMENTO DE FILTRO DO PAINEL ELÉTRICO,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-03-28,400
5532403,REPARO DE FIAÇÃO DO SENSOR ÓPTICO,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-03-28,1440
5532475,SUBSTITUIÇÃO DE PAINEL DO SENSOR ÓPTICO,TIME 6,CONCLUÍDA,Corretiva,2026-03-28,3320
5532398,MEDIÇÃO DE VIBRAÇÃO DA LINHA DE PRODUÇÃO 1,OFICINA,CONCLUÍDA,Preventiva,2026-03-28,550
5532059,APERTO DE PARAFUSOS DE DIREÇÃO DO INVERSOR,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-03-28,370
5531973,SUBSTITUIÇÃO DE PAINEL DO MÓDULO DE CONTROLE,OFICINA,CONCLUÍDA,Corretiva,2026-03-28,1660
5531982,TESTE DE FUNCIONAMENTO DE SENSORES DO EMPILHADEIRA,TIME 2,CONCLUÍDA,Preventiva,2026-03-28,410
5532444,SOLDAGEM DE TUBULAÇÃO DO BATERIA,SETOR D,CONCLUÍDA,Corretiva,2026-03-28,3680
5532043,SOLDAGEM DE ALMOFADA DO RODÍZIO,OFICINA,CONCLUÍDA,Corretiva,2026-03-28,2500
5531759,INSTALAÇÃO DE EIXO DO ELETRÓLISE,TIME 6,CONCLUÍDA,Corretiva,2026-03-28,1550
5532022,COLOCAÇÃO DE FREIO DO MOTOR ELÉTRICO,SETOR B,CONCLUÍDA,Corretiva,2026-03-28,1710
5532514,TROCA DE ÓLEO DE FIAÇÃO DO MÓDULO DE CONTROLE,TIME 2,CONCLUÍDA,Preventiva,2026-03-28,320
5532004,TROCA DE TUBULAÇÃO DO MÓDULO DE CONTROLE,TIME 1,CONCLUÍDA,Corretiva,2026-03-28,2060
5531941,TROCA DE VÁLVULA DO REDUTOR,SETOR A,CONCLUÍDA,Corretiva,2026-03-28,4310
5532409,VERIFICAÇÃO DE NÍVEL DE CÂMBIO DO FORNO,DEPÓSITO,CONCLUÍDA,Preventiva,2026-03-28,320
5532436,RETIFICAÇÃO DE CORREIA DO SENSOR,TIME 4,CONCLUÍDA,Corretiva,2026-03-28,1770
5531986,TROCA DE CORREIA DO ENGATE,TIME 4,CONCLUÍDA,Corretiva,2026-03-29,1790
5532239,SUBSTITUIÇÃO PROGRAMADA DE EIXO DO CORREIA TRANSPORTADORA,TIME 1,CONCLUÍDA,Preventiva,2026-03-29,340
5531900,INSTALAÇÃO DE ALMOFADA DO RODÍZIO,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-03-29,3640
5532049,TROCA DE TRANSMISSÃO DO ELETRÓLISE,LINHA 3,ATRASADA,Corretiva,2026-03-29,2930
5532198,INSPEÇÃO DA AREA AZUL,TIME 4,CONCLUÍDA,Preventiva,2026-03-29,520
5532078,ANÁLISE DE EMBREAGEM DO CALDEIRA,TIME 3,CONCLUÍDA,Preditiva,2026-03-29,1110
5532156,TESTE DE FUNCIONAMENTO DE TAPEÇARIA DO PAINEL ELÉTRICO,TIME 4,CONCLUÍDA,Preventiva,2026-03-29,510
5531963,APERTO DE PARAFUSOS DE PAINEL DO CARRETA,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-03-29,250
5531959,INSPEÇÃO POR CORRENTES FOUCAULT DE ESTEIRA DO BATERIA,TIME 5,CONCLUÍDA,Preditiva,2026-03-29,1400
5531700,REVISÃO DE ESTEIRA DO MÓDULO DE CONTROLE,GARAGEM,CONCLUÍDA,Corretiva,2026-03-29,3520
5532136,TROCA DE SAPATA DO VÁLVULA,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-03-29,1740
5532118,SOLDAGEM DE FREIO DO TRANSPORTADOR,SETOR B,CONCLUÍDA,Corretiva,2026-03-29,3620
5531981,ANÁLISE DE VIBRAÇÃO DE EMBREAGEM DO TRANSPORTADOR,ÁREA LARANJA,CONCLUÍDA,Preditiva,2026-03-29,1210
5532674,SOLDAGEM DE TUBULAÇÃO DO TAPACARIA,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-03-29,2460
5532533,CORREÇÃO DE CÂMBIO DO BOMBA HIDRÁULICA,LINHA 1,CONCLUÍDA,Corretiva,2026-03-29,2420
5531797,REPARO DE EIXO DO VENTILADOR INDUSTRIAL,LINHA 1,CONCLUÍDA,Corretiva,2026-03-29,3100
5531821,REPARO DE BOMBA DO FORNO,GARAGEM,CONCLUÍDA,Corretiva,2026-03-29,3660
5532340,REPARO DE SENSORES DO ENGATE,TIME 4,CONCLUÍDA,Corretiva,2026-03-29,3220
5532652,REMOÇÃO DE ESTEIRA DO PAINEL ELÉTRICO,OFICINA,CONCLUÍDA,Corretiva,2026-03-29,2060
5532420,AJUSTE DE MOTOR DO PAINEL ELÉTRICO,TIME 4,CONCLUÍDA,Preventiva,2026-03-29,340
5531770,REPARO DE SENSORES DO COMPRESSOR,TIME 5,CONCLUÍDA,Corretiva,2026-03-29,2520
5532410,ANÁLISE DE ESTEIRA DO VENTILADOR INDUSTRIAL,DEPÓSITO,CONCLUÍDA,Preditiva,2026-03-29,650
5532440,COLOCAÇÃO DE TUBULAÇÃO DO TRANSPORTADOR,SETOR A,ATRASADA,Corretiva,2026-03-29,3130
5532587,INSTALAÇÃO DE CORREIA DO TAPUME,DEPÓSITO,CONCLUÍDA,Corretiva,2026-03-29,2780
5532461,TESTE DE ISOLAMENTO DE TRANSMISSÃO DO SISTEMA PNEUMÁTICO,LINHA 1,CONCLUÍDA,Preventiva,2026-03-29,800
5531845,REPARO DE FREIO DO SISTEMA PNEUMÁTICO,SETOR C,CONCLUÍDA,Corretiva,2026-03-29,1650
5531846,COLAGEM DE MOTOR DO RODÍZIO,TIME 3,ATRASADA,Corretiva,2026-03-29,2170
5532668,ELIMINAÇÃO DE RODÍZIOS DO REDUTOR,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-03-29,2230
5531680,CORREÇÃO DE RADIADOR DO EMPILHADEIRA,TIME 5,CONCLUÍDA,Corretiva,2026-03-29,2110
5531681,DIAGNÓSTICO DE TRANSMISSÃO DO TRANSPORTADOR,ÁREA VERMELHA,CONCLUÍDA,Preditiva,2026-03-29,1020
5531855,RETIFICAÇÃO DE CÂMBIO DO TAPUME,TIME 3,CONCLUÍDA,Corretiva,2026-03-29,3140
5531844,TROCA DE ÓLEO DE FILTRO DO SAPATA,SETOR B,CONCLUÍDA,Preventiva,2026-03-29,640
5532082,TESTE DE FUNCIONAMENTO DA AREA AZUL,TIME 5,CONCLUÍDA,Preventiva,2026-03-30,440
5532631,REVISÃO DE SAPATA DO ESTEIRA,TIME 5,CONCLUÍDA,Corretiva,2026-03-30,2890
5532081,VERIFICAÇÃO DE NÍVEL DA AREA AZUL,TIME 4,CONCLUÍDA,Preventiva,2026-03-30,510
5531713,CALIBRAÇÃO DA AREA AZUL,SETOR A,CONCLUÍDA,Preventiva,2026-03-30,740
5532470,REPARO DE ENGATE DO MOTOR ELÉTRICO,LINHA 1,CONCLUÍDA,Corretiva,2026-03-30,4250
5531739,TESTE NÃO DESTRUTIVO DE SENSORES DO SISTEMA PNEUMÁTICO,TIME 2,CONCLUÍDA,Preditiva,2026-03-30,950
5532488,COLAGEM DE CORREIA DO ESTEIRA,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-03-30,1990
5532553,MEDIÇÃO DE VIBRAÇÃO DE CORREIA DO ELETRÓLISE,GARAGEM,CONCLUÍDA,Preventiva,2026-03-30,390
5531984,INSPEÇÃO TERMOGRÁFICA DE DIREÇÃO DO TAPACARIA,TIME 4,CONCLUÍDA,Preditiva,2026-03-30,370
5532493,TROCA DE TRANSMISSÃO DO SENSOR,OFICINA,CONCLUÍDA,Corretiva,2026-03-30,1760
5532462,INSPEÇÃO TERMOGRÁFICA DE FIAÇÃO DO SENSOR,ÁREA LARANJA,CONCLUÍDA,Preditiva,2026-03-30,550
5532090,MONITORAMENTO DE EIXO DO COMPRESSOR,GARAGEM,CONCLUÍDA,Preditiva,2026-03-30,450
5531811,REMOÇÃO DE ASSOALHO DO BOMBA HIDRÁULICA,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-03-30,2710
5531951,SUBSTITUIÇÃO DE SAPATA DO VÁLVULA,TIME 5,CONCLUÍDA,Corretiva,2026-03-30,2020
5531854,ANÁLISE DE VIBRAÇÃO DE FIAÇÃO DO INVERSOR,LINHA 1,CONCLUÍDA,Preditiva,2026-03-30,1220
5532669,CALIBRAÇÃO DE EMBREAGEM DO SAPATA,LINHA 1,CONCLUÍDA,Preventiva,2026-03-30,620
5532301,SUBSTITUIÇÃO PROGRAMADA DE MOTOR DO CALDEIRA,TIME 3,CONCLUÍDA,Preventiva,2026-03-30,600
5531843,ANÁLISE DE FREIO DO SISTEMA PNEUMÁTICO,TIME 2,CONCLUÍDA,Preditiva,2026-03-30,370
5532188,RETIFICAÇÃO DE CORREIA DO ESTEIRA,SETOR B,CONCLUÍDA,Corretiva,2026-03-30,2040
5531840,TROCA DE BOMBA DO CÂMBIO,LINHA 1,CONCLUÍDA,Corretiva,2026-03-30,3300
5531677,VERIFICAÇÃO DE NÍVEL DA DEPÓSITO CENTRAL,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-03-30,670
5532166,TROCA DE CÂMBIO DO ELETRÓLISE,TIME 5,CONCLUÍDA,Corretiva,2026-03-30,3190
5532338,AJUSTE DA LINHA DE PRODUÇÃO 1,DEPÓSITO,CONCLUÍDA,Preventiva,2026-03-30,460
5531726,INSTALAÇÃO DE SAPATA DO TAPACARIA,OFICINA,CONCLUÍDA,Corretiva,2026-03-30,3300
5532142,VERIFICAÇÃO DE EMBREAGEM DO BOMBA HIDRÁULICA,TIME 4,CONCLUÍDA,Preventiva,2026-03-30,340
5531819,ANÁLISE DE VIBRAÇÃO DE PAINEL DO TAPACARIA,ÁREA VERMELHA,CONCLUÍDA,Preditiva,2026-03-30,650
5532128,SUBSTITUIÇÃO DE CÂMBIO DO BOMBA HIDRÁULICA,TIME 4,CONCLUÍDA,Corretiva,2026-03-30,2520
5532269,REVISÃO DE SAPATA DO ALMOFADA,TIME 3,CONCLUÍDA,Corretiva,2026-03-30,1360
5532114,MEDIÇÃO DE VIBRAÇÃO DA LINHA DE PRODUÇÃO 2,TIME 5,CONCLUÍDA,Preventiva,2026-03-30,630
5532649,REVISÃO DE SAPATA DO COMPRESSOR,LINHA 1,ATRASADA,Corretiva,2026-03-31,2320
5532648,REALINHAMENTO DE FREIO DO TRANSPORTADOR,TIME 3,CONCLUÍDA,Corretiva,2026-03-31,4020
5532580,COLAGEM DE FIAÇÃO DO CALDEIRA,LINHA 3,CONCLUÍDA,Corretiva,2026-03-31,3080
5532628,MEDIÇÃO DE VIBRAÇÃO DE BOMBA DO VÁLVULA,LINHA 3,CONCLUÍDA,Preventiva,2026-03-31,750
5531690,SUBSTITUIÇÃO DE CÂMBIO DO ELETRÓLISE,SETOR D,CONCLUÍDA,Corretiva,2026-03-31,1570
5531991,RECONSTRUÇÃO DE SAPATA DO CALDEIRA,TIME 5,ATRASADA,Corretiva,2026-03-31,1890
5532057,APERTO DE PARAFUSOS DE BOMBA DO BOMBA HIDRÁULICA,LINHA 2,CONCLUÍDA,Preventiva,2026-03-31,270
5532070,SUBSTITUIÇÃO PROGRAMADA DE ENGATE DO ALMOFADA,TIME 3,CONCLUÍDA,Preventiva,2026-03-31,620
5531946,SOLDAGEM DE BOMBA DO PONTU ROLANTE,GARAGEM,CONCLUÍDA,Corretiva,2026-03-31,2980
5532126,REPARO DE EIXO DO BATERIA,SETOR D,CONCLUÍDA,Corretiva,2026-03-31,1500
5532129,INSTALAÇÃO DE ESTEIRA DO SENSOR ÓPTICO,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-03-31,1480
5532167,SUBSTITUIÇÃO PROGRAMADA DE FIAÇÃO DO ESTEIRA,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-03-31,470
5532222,INSPEÇÃO POR CORRENTES FOUCAULT DE ESTEIRA DO FORNO,TIME 2,CONCLUÍDA,Preditiva,2026-03-31,1190
5531852,ANÁLISE DE ÓLEO DE ENGATE DO TAPACARIA,TIME 3,CONCLUÍDA,Preditiva,2026-03-31,890
5532297,SOLDAGEM DE ESTEIRA DO VENTILADOR INDUSTRIAL,TIME 4,CONCLUÍDA,Corretiva,2026-03-31,1770
5532305,COLOCAÇÃO DE RODÍZIOS DO SENSOR ÓPTICO,SETOR C,CONCLUÍDA,Corretiva,2026-03-31,1320
5532333,MONITORAMENTO DE ALMOFADA DO SAPATA,TIME 4,CONCLUÍDA,Preditiva,2026-03-31,400
5531822,COLAGEM DE TAPEÇARIA DO BATERIA,SETOR B,CONCLUÍDA,Corretiva,2026-03-31,3590
5531922,SUBSTITUIÇÃO DE ENGATE DO MOTOR ELÉTRICO,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-03-31,3330
5532544,LIMPEZA DE FREIO DO CORREIA TRANSPORTADORA,TIME 5,ATRASADA,Preventiva,2026-03-31,440
5532418,INSPEÇÃO VISUAL DE TAPEÇARIA DO VÁLVULA,OFICINA,CONCLUÍDA,Preventiva,2026-03-31,600
5532424,ELIMINAÇÃO DE ASSOALHO DO TAPUME,TIME 2,CONCLUÍDA,Corretiva,2026-03-31,2170
5532431,APERTO DE PARAFUSOS DE SENSORES DO REDUTOR,LINHA 1,CONCLUÍDA,Preventiva,2026-03-31,680
5531781,REVISÃO DE EMBREAGEM DO TAPUME,TIME 3,CONCLUÍDA,Corretiva,2026-03-31,2410
5532507,SOLDAGEM DE ROLAMENTO DO AGV,SETOR D,CONCLUÍDA,Corretiva,2026-03-31,2280
5532509,ELIMINAÇÃO DE DIREÇÃO DO EMPILHADEIRA,TIME 1,CONCLUÍDA,Corretiva,2026-03-31,2810
5532624,REPARO DE ENGATE DO TRANSPORTADOR,TIME 3,CONCLUÍDA,Corretiva,2026-03-31,4050
5532530,ANÁLISE DE TRANSMISSÃO DO VENTILADOR INDUSTRIAL,LINHA 3,CONCLUÍDA,Preditiva,2026-03-31,1170
5531742,TROCA DE MOTOR DO AGV,TIME 3,ATRASADA,Corretiva,2026-03-31,3160
5532604,ANÁLISE DE ÓLEO DE SENSORES DO MOTOR ELÉTRICO,ÁREA AZUL,CONCLUÍDA,Preditiva,2026-03-31,590
5531740,SOLDAGEM DE RODÍZIOS DO ALMOFADA,LINHA 2,ATRASADA,Corretiva,2026-03-31,2180
5532366,COLAGEM DE PAINEL DO ALMOFADA,DEPÓSITO,ATRASADA,Corretiva,2026-03-31,2890
5533443,COLAGEM DE CÂMBIO DO BOMBA HIDRÁULICA,TIME 3,CONCLUÍDA,Corretiva,2026-04-01,1570
5533438,SOLDAGEM DE RODÍZIOS DO SENSOR,SETOR A,CONCLUÍDA,Corretiva,2026-04-01,2750
5533587,SUBSTITUIÇÃO DE PAINEL DO FORNO,TIME 2,CONCLUÍDA,Corretiva,2026-04-01,3660
5532954,RECONSTRUÇÃO DE SUSPENSÃO DO SENSOR ÓPTICO,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-04-01,2010
5533400,ANÁLISE DE VIBRAÇÃO DE SUSPENSÃO DO MÓDULO DE CONTROLE,TIME 6,CONCLUÍDA,Preditiva,2026-04-01,610
5533337,REMOÇÃO DE VÁLVULA DO MOTOR ELÉTRICO,GARAGEM,CONCLUÍDA,Corretiva,2026-04-01,1790
5532926,MEDIÇÃO DE VIBRAÇÃO DE VÁLVULA DO SISTEMA PNEUMÁTICO,DEPÓSITO,CONCLUÍDA,Preventiva,2026-04-01,510
5532890,INSTALAÇÃO DE ASSOALHO DO ENGATE,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-04-01,1370
5533558,TROCA DE VÁLVULA DO CARRETA,TIME 2,CONCLUÍDA,Corretiva,2026-04-01,3050
5533504,APERTO DE PARAFUSOS DE EMBREAGEM DO CORREIA TRANSPORTADORA,LINHA 3,CONCLUÍDA,Preventiva,2026-04-01,540
5532867,SOLDAGEM DE BOMBA DO TAPACARIA,TIME 4,CONCLUÍDA,Corretiva,2026-04-01,2180
5532823,SUBSTITUIÇÃO PROGRAMADA DE PINTURA DO SENSOR,TIME 2,CONCLUÍDA,Preventiva,2026-04-01,240
5533554,LUBRIFICAÇÃO DA LINHA DE PRODUÇÃO 2,SETOR A,CONCLUÍDA,Preventiva,2026-04-01,290
5532799,COLOCAÇÃO DE DIREÇÃO DO SISTEMA PNEUMÁTICO,TIME 5,CONCLUÍDA,Corretiva,2026-04-01,3960
5532783,LIMPEZA DA OFICINA PRINCIPAL,SETOR A,CONCLUÍDA,Preventiva,2026-04-01,360
5533625,INSTALAÇÃO DE TRANSMISSÃO DO SISTEMA PNEUMÁTICO,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-04-01,2230
5533322,COLAGEM DE RODÍZIOS DO SISTEMA PNEUMÁTICO,TIME 4,CONCLUÍDA,Corretiva,2026-04-01,1740
5532879,ELIMINAÇÃO DE FILTRO DO SENSOR,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-04-01,1310
5533024,LIMPEZA DA AREA VERMELHA,LINHA 3,CONCLUÍDA,Preventiva,2026-04-01,760
5532746,VERIFICAÇÃO DE NÍVEL DE ENGATE DO VÁLVULA,LINHA 3,CONCLUÍDA,Preventiva,2026-04-01,530
5533036,VERIFICAÇÃO DA LINHA DE PRODUÇÃO 1,TIME 5,CONCLUÍDA,Preventiva,2026-04-01,350
5533025,SUBSTITUIÇÃO PROGRAMADA DE SENSORES DO EMPILHADEIRA,SETOR B,CONCLUÍDA,Preventiva,2026-04-01,290
5533083,REPARO DE PAINEL DO CALDEIRA,GARAGEM,CONCLUÍDA,Corretiva,2026-04-01,3610
5533068,CORREÇÃO DE ALMOFADA DO CORREIA TRANSPORTADORA,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-04-01,3470
5533634,SOLDAGEM DE SAPATA DO EMPILHADEIRA,DEPÓSITO,CONCLUÍDA,Corretiva,2026-04-01,3740
5533125,TESTE DE FUNCIONAMENTO DE ENGATE DO BOMBA HIDRÁULICA,TIME 6,CONCLUÍDA,Preventiva,2026-04-01,860
5533188,ELIMINAÇÃO DE ESTEIRA DO SENSOR,SETOR D,CONCLUÍDA,Corretiva,2026-04-01,3400
5533048,RECONSTRUÇÃO DE SAPATA DO CALDEIRA,SETOR A,CONCLUÍDA,Corretiva,2026-04-01,1320
5533163,SUBSTITUIÇÃO PROGRAMADA DA AREA VERMELHA,GARAGEM,CONCLUÍDA,Preventiva,2026-04-01,570
5533294,CORREÇÃO DE TAPEÇARIA DO ALMOFADA,TIME 5,CONCLUÍDA,Corretiva,2026-04-01,3690
5533092,VERIFICAÇÃO DE PAINEL DO ALMOFADA,TIME 5,CONCLUÍDA,Preventiva,2026-04-01,320
5533173,INSPEÇÃO VISUAL DE ROLAMENTO DO ENGATE,SETOR C,CONCLUÍDA,Preventiva,2026-04-02,810
5533622,RECONSTRUÇÃO DE DIREÇÃO DO FORNO,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-04-02,2010
5532762,INSTALAÇÃO DE EMBREAGEM DO VÁLVULA,SETOR D,CONCLUÍDA,Corretiva,2026-04-02,2560
5533509,ELIMINAÇÃO DE ALMOFADA DO MÓDULO DE CONTROLE,SETOR C,CONCLUÍDA,Corretiva,2026-04-02,3520
5533193,ULTRASSOM DE ASSOALHO DO RODÍZIO,SETOR C,CONCLUÍDA,Preditiva,2026-04-02,670
5533198,SOLDAGEM DE FIAÇÃO DO MOTOR ELÉTRICO,LINHA 2,CONCLUÍDA,Corretiva,2026-04-02,3650
5533536,RECONSTRUÇÃO DE ENGATE DO ENGATE,SETOR A,CONCLUÍDA,Corretiva,2026-04-02,2670
5533520,TESTE NÃO DESTRUTIVO DE ALMOFADA DO SAPATA,SETOR A,CONCLUÍDA,Preditiva,2026-04-02,780
5533105,LIMPEZA DA SETOR B,GARAGEM,CONCLUÍDA,Preventiva,2026-04-02,590
5533511,SUBSTITUIÇÃO DE ASSOALHO DO SENSOR ÓPTICO,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-04-02,3690
5533164,INSTALAÇÃO DE EMBREAGEM DO REDUTOR,SETOR A,CONCLUÍDA,Corretiva,2026-04-02,2730
5533246,LIMPEZA DA DEPÓSITO CENTRAL,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-04-02,310
5533495,AJUSTE DE VÁLVULA DO ELETRÓLISE,LINHA 1,CONCLUÍDA,Preventiva,2026-04-02,630
5533330,TROCA DE ASSOALHO DO SENSOR,TIME 2,ATRASADA,Corretiva,2026-04-02,4170
5533002,TROCA DE SUSPENSÃO DO EMPILHADEIRA,LINHA 2,CONCLUÍDA,Corretiva,2026-04-02,3430
5532979,MEDIÇÃO DE VIBRAÇÃO DE BOMBA DO ELETRÓLISE,TIME 3,CONCLUÍDA,Preventiva,2026-04-02,350
5533374,MEDIÇÃO DE VIBRAÇÃO DE ROLAMENTO DO ALMOFADA,LINHA 2,CONCLUÍDA,Preventiva,2026-04-02,340
5533386,COLOCAÇÃO DE RODÍZIOS DO BATERIA,LINHA 2,ATRASADA,Corretiva,2026-04-02,2770
5533392,SOLDAGEM DE EMBREAGEM DO CARRETA,LINHA 1,ATRASADA,Corretiva,2026-04-02,4510
